,pseudotime,branch_gate,lineage,branch_index,batch,library_size_factor,cell_cycle_score,stress_score,spatial_x,spatial_y
cell_03697,0.047384232,0.0023468882,NPC,-1,Batch_3,1.0057724,0.13061443,0.582524,0.042524263,0.018500738
cell_03698,0.024777874,0.001494538,NPC,-1,Batch_1,1.1041204,0.41310433,0.5300937,0.9726127,-0.054063145
cell_03699,0.43002656,0.83209264,Inhibitory_Neuron,1,Batch_3,0.8993367,1.5558379,0.80739456,0.77806675,0.6543595
cell_03700,0.88334525,0.9999767,Inhibitory_Neuron,1,Batch_3,0.7232802,0.025866715,0.817451,0.21475582,1.1767478
cell_03701,0.24406278,0.107288264,NPC,-1,Batch_3,0.73090243,0.0009131575,0.8987333,0.92369556,0.36306602
cell_03702,0.5740555,0.9888059,Inhibitory_Neuron,1,Batch_1,1.2473238,0.54042816,0.8738417,0.93534553,0.8179526
cell_03703,0.68430585,0.9987534,OPC,5,Batch_1,0.93163645,0.47759786,0.673857,0.8004656,1.4600929
cell_03704,0.060829867,0.003068777,NPC,-1,Batch_3,0.9646164,0.78147435,0.5533552,0.12717043,0.09843631
cell_03705,0.15310037,0.019114802,NPC,-1,Batch_2,0.9069976,0.0066935313,0.50428003,0.18638134,0.23476832
cell_03706,0.3312768,0.40746278,NPC,-1,Batch_3,1.2963023,2.5102594,0.712607,0.7540329,0.3532118
cell_03707,0.6700932,0.9983443,Excitatory_Neuron,0,Batch_3,0.75542945,0.09114308,0.84422654,0.9138058,0.81403863
cell_03708,0.43903512,0.8557836,Excitatory_Neuron,0,Batch_3,1.1340642,2.421457,0.6071615,0.21501814,0.5198053
cell_03709,0.73419505,0.99954003,Microglia,4,Batch_3,1.097537,0.27048835,0.57957655,0.46082783,1.3937182
cell_03710,0.8675979,0.99996805,Astrocyte,2,Batch_1,1.1996243,0.037083674,0.67558134,0.15479396,1.2939081
cell_03711,0.75837225,0.99971634,Excitatory_Neuron,0,Batch_1,0.9804207,0.19537489,0.8574131,0.47800785,0.8793448
cell_03712,0.9922472,0.9999974,Excitatory_Neuron,0,Batch_1,0.7642836,0.003346507,0.68066955,0.64252913,1.1738
cell_03713,0.7543611,0.9996927,Excitatory_Neuron,0,Batch_1,1.2873199,0.18235013,0.78908515,0.018554889,0.98765844
cell_03714,0.85217917,0.99995655,Inhibitory_Neuron,1,Batch_1,0.93706757,0.011214285,0.6850105,0.64292717,1.0578974
cell_03715,0.83236635,0.9999354,Excitatory_Neuron,0,Batch_3,0.99734324,0.0325962,0.6491836,0.63974994,1.0343078
cell_03716,0.73026574,0.9995024,Excitatory_Neuron,0,Batch_1,1.0962439,0.2495282,0.67636484,0.45500848,0.9383912
cell_03717,0.8018018,0.99988097,Oligodendrocyte,3,Batch_2,0.8264586,0.016153647,0.80736023,0.89540225,1.351104
cell_03718,0.9346832,0.99999166,Microglia,4,Batch_1,1.2687327,0.0013208311,0.8017624,0.13481902,1.7001703
cell_03719,0.4752074,0.9244321,OPC,5,Batch_1,0.7945573,0.00650045,0.67270327,0.051311832,1.2171746
cell_03720,0.638287,0.9968767,Inhibitory_Neuron,1,Batch_1,1.0609365,0.56888145,0.60704696,0.49583116,0.9051506
cell_03721,0.5149397,0.9643874,Inhibitory_Neuron,1,Batch_3,1.146618,0.052413728,0.55565083,0.5330345,0.7145912
cell_03722,0.85103697,0.99995553,OPC,5,Batch_2,0.77169186,0.0021993464,0.5005479,0.26668918,1.6413778
cell_03723,0.4313596,0.8357846,Microglia,4,Batch_1,1.070043,2.620797,0.54530305,0.9616277,1.0317156
cell_03724,0.81972677,0.99991685,Astrocyte,2,Batch_2,0.60215497,0.07382624,0.5658621,0.25372723,1.2238472
cell_03725,0.79935455,0.999875,Inhibitory_Neuron,1,Batch_3,0.7223992,0.11596452,0.7759751,0.27016184,1.0420842
cell_03726,0.9618861,0.9999952,Inhibitory_Neuron,1,Batch_1,1.5120877,0.0006377206,0.8271664,0.81098646,1.2140522
cell_03727,0.2489207,0.116955094,NPC,-1,Batch_3,0.7210691,2.5475576,0.7947783,0.92282367,0.30797517
cell_03728,0.7096195,0.99924827,Astrocyte,2,Batch_3,0.92558163,0.06868619,0.7892931,0.5361397,1.0175276
cell_03729,0.7569195,0.999708,Astrocyte,2,Batch_3,0.89361596,0.025577499,0.89772826,0.019053986,1.1247263
cell_03730,0.9362785,0.9999919,Excitatory_Neuron,0,Batch_1,0.79810137,0.012239179,0.8850391,0.3554349,1.0019472
cell_03731,0.90690243,0.99998546,OPC,5,Batch_3,1.2244796,0.0065216376,0.6075389,0.22393984,1.7299339
cell_03732,0.57352585,0.98868805,Astrocyte,2,Batch_2,1.146883,0.16378549,0.5580403,0.51101804,0.98593336
cell_03733,0.5791532,0.98987997,Astrocyte,2,Batch_2,0.6906747,0.61358905,0.5613193,0.68257177,0.9389312
cell_03734,0.16729122,0.025229812,NPC,-1,Batch_1,1.0677557,1.4935603,0.8582427,0.3924363,0.29232243
cell_03735,0.9749627,0.99999624,Excitatory_Neuron,0,Batch_1,0.9793848,0.0020726118,0.54093874,0.53735995,1.2373246
cell_03736,0.25501746,0.13014801,NPC,-1,Batch_1,0.81674826,0.24804828,0.6360577,0.75986034,0.33001024
cell_03737,0.7247362,0.9994443,Microglia,4,Batch_2,0.7851157,0.23927179,0.7121386,0.246147,1.3440228
cell_03738,0.795795,0.9998658,Oligodendrocyte,3,Batch_3,0.82014775,0.070740536,0.7453802,0.1959679,1.297484
cell_03739,0.44121552,0.8610825,Excitatory_Neuron,0,Batch_1,1.4890671,1.1026993,0.73829305,0.805635,0.55758315
cell_03740,0.21119373,0.058628023,NPC,-1,Batch_1,0.8034481,2.1050305,0.8145631,0.037023623,0.24637112
cell_03741,0.18896039,0.038390726,NPC,-1,Batch_1,0.9227447,1.682268,0.72867733,0.15059659,0.25416398
cell_03742,0.856496,0.9999601,Astrocyte,2,Batch_2,1.2360243,0.035588074,0.84041864,0.012356745,1.2989179
cell_03743,0.5107565,0.9613997,Oligodendrocyte,3,Batch_1,0.88356483,0.00052889594,0.5338521,0.5553848,0.9614288
cell_03744,0.09013698,0.005501267,NPC,-1,Batch_1,1.4001637,0.008879703,0.8435862,0.60008574,0.16295367
cell_03745,0.7170195,0.9993516,Microglia,4,Batch_3,1.006388,0.06218937,0.73600125,0.5310307,1.3289958
cell_03746,0.25017107,0.11956258,NPC,-1,Batch_1,1.1125852,0.0024192024,0.589173,0.41426903,0.30127218
cell_03747,0.87639475,0.99997324,Excitatory_Neuron,0,Batch_2,1.1225216,0.01766494,0.89109725,0.52902913,1.0027975
cell_03748,0.30957177,0.3081965,NPC,-1,Batch_2,0.93780524,0.0836613,0.8758937,0.19393781,0.3579553
cell_03749,0.20027083,0.047671176,NPC,-1,Batch_1,1.3703309,1.257308,0.83829033,0.82624274,0.34823492
cell_03750,0.08485844,0.0049528293,NPC,-1,Batch_1,1.6608844,0.9379253,0.86463845,0.98077303,0.056810804
cell_03751,0.5115311,0.96197057,Microglia,4,Batch_2,1.0691079,1.2670047,0.6528567,0.5406229,1.115723
cell_03752,0.4507376,0.8823372,Astrocyte,2,Batch_1,0.9829298,1.8554832,0.591122,0.37435552,0.75816053
cell_03753,0.75131214,0.9996733,Excitatory_Neuron,0,Batch_1,1.0190914,0.07262078,0.57316154,0.79178274,0.7908795
cell_03754,0.4646026,0.9082166,Excitatory_Neuron,0,Batch_1,1.0243057,0.027853822,0.849504,0.19307193,0.58547163
cell_03755,0.34381598,0.4691192,NPC,-1,Batch_1,1.0929266,2.5970192,0.83065253,0.32077357,0.38477296
cell_03756,0.2616549,0.14592806,NPC,-1,Batch_1,0.81817454,0.5049905,0.89237535,0.93998057,0.32993796
cell_03757,0.27814674,0.19200025,NPC,-1,Batch_3,0.97345406,0.9667519,0.8393008,0.18629417,0.38326204
cell_03758,0.9278479,0.9999904,Excitatory_Neuron,0,Batch_2,1.0524508,0.00034179655,0.7529464,0.11211558,1.1251473
cell_03759,0.1650786,0.024164062,NPC,-1,Batch_2,1.0246431,0.8145038,0.5569127,0.5463537,0.21450926
cell_03760,0.9881764,0.99999714,Inhibitory_Neuron,1,Batch_1,0.8304573,1.3130131e-05,0.565939,0.58741736,1.2624147
cell_03761,0.32691947,0.38660374,NPC,-1,Batch_1,0.6836731,0.030016247,0.6894798,0.5971501,0.4276446
cell_03762,0.08839024,0.0053134025,NPC,-1,Batch_1,0.9245921,0.3249972,0.80711824,0.16447823,0.09658408
cell_03763,0.24869038,0.1164802,NPC,-1,Batch_3,1.498119,0.050250605,0.5693101,0.72114474,0.19850703
cell_03764,0.05841438,0.0029244726,NPC,-1,Batch_3,0.78573453,0.14743964,0.866207,0.24228112,0.11145948
cell_03765,0.79002976,0.9998494,Astrocyte,2,Batch_1,0.7874942,8.642502e-05,0.7735163,0.94810253,1.2446848
cell_03766,0.5125529,0.9627111,Oligodendrocyte,3,Batch_3,1.1400568,0.016148716,0.62492365,0.22795717,1.0491196
cell_03767,0.33698663,0.43529794,NPC,-1,Batch_3,1.0217638,0.7745011,0.85430384,0.01731148,0.5129251
cell_03768,0.6620496,0.9980559,Excitatory_Neuron,0,Batch_1,1.2475765,0.16838408,0.7394521,0.56784517,0.83313626
cell_03769,0.6306465,0.9963629,OPC,5,Batch_2,1.0489124,0.7345519,0.7932634,0.20284787,1.3824744
cell_03770,0.9398721,0.9999925,Excitatory_Neuron,0,Batch_1,1.0028343,0.0023525374,0.6541769,0.62857383,1.182424
cell_03771,0.9612605,0.9999951,Astrocyte,2,Batch_1,1.0885746,0.007525097,0.6574202,0.22921336,1.3491628
cell_03772,0.6806838,0.9986599,OPC,5,Batch_3,0.9279465,0.081836335,0.505047,0.42808437,1.333222
cell_03773,0.8178159,0.9999136,Microglia,4,Batch_3,0.9185937,0.03615635,0.7151608,0.17951441,1.4375287
cell_03774,0.7924251,0.9998564,Oligodendrocyte,3,Batch_2,1.2164615,0.116008416,0.8043187,0.42881137,1.3747723
cell_03775,0.49130353,0.9440685,Oligodendrocyte,3,Batch_1,1.1274495,2.1438048,0.8875298,0.13652034,0.9165093
cell_03776,0.7044583,0.9991666,Excitatory_Neuron,0,Batch_3,0.8933318,0.36367503,0.85689074,0.33797306,0.86863047
cell_03777,0.078259006,0.004343076,NPC,-1,Batch_1,0.73982567,0.5240537,0.5347964,0.19893162,0.12257568
cell_03778,0.75802106,0.9997143,Excitatory_Neuron,0,Batch_3,1.0088917,0.03302671,0.89220804,0.81610185,0.9218386
cell_03779,0.961833,0.9999952,Inhibitory_Neuron,1,Batch_2,0.92681,0.006979534,0.5597923,0.7293541,1.210318
cell_03780,0.08497475,0.004964307,NPC,-1,Batch_2,1.1994478,0.9747539,0.5164457,0.1668194,0.11910499
cell_03781,0.8361158,0.9999401,Excitatory_Neuron,0,Batch_3,1.2066905,0.06068748,0.79957193,0.082904555,0.98226124
cell_03782,0.93298,0.99999136,Inhibitory_Neuron,1,Batch_1,1.3608128,0.010874227,0.8623546,0.025744606,1.3247191
cell_03783,0.22618888,0.07754199,NPC,-1,Batch_3,1.3722043,2.1709473,0.87991315,0.2266718,0.32827058
cell_03784,0.5248112,0.97058016,Excitatory_Neuron,0,Batch_3,0.76613635,0.5453044,0.82999045,0.48017737,0.6104588
cell_03785,0.92785823,0.9999904,OPC,5,Batch_1,0.8954066,0.010983515,0.58196247,0.3998832,1.8017167
cell_03786,0.960226,0.999995,OPC,5,Batch_1,0.9762738,0.006675302,0.56160116,0.971499,1.7694567
cell_03787,0.12788239,0.0116313435,NPC,-1,Batch_1,0.9780376,0.8845157,0.5235874,0.7922456,0.069877036
cell_03788,0.34900424,0.49502128,NPC,-1,Batch_3,0.83758533,0.45097712,0.7327876,0.07818668,0.4148898
cell_03789,0.6981446,0.99905455,Microglia,4,Batch_3,0.7956408,0.011874613,0.6948885,0.15893239,1.3995374
cell_03790,0.2215585,0.07117161,NPC,-1,Batch_2,0.88075197,0.7862699,0.54371345,0.026599051,0.22487828
cell_03791,0.32477063,0.3764632,NPC,-1,Batch_3,0.98277587,0.22216943,0.68593085,0.13822636,0.38631275
cell_03792,0.02329106,0.0014508137,NPC,-1,Batch_3,1.0003023,0.24567273,0.7269294,0.52941716,-0.040043045
cell_03793,0.15352169,0.019273426,NPC,-1,Batch_3,0.97800976,0.67649305,0.7891818,0.07673804,0.12416937
cell_03794,0.5623295,0.985889,Oligodendrocyte,3,Batch_2,1.1713879,0.93592477,0.66567904,0.05986795,0.9930834
cell_03795,0.65309006,0.99767524,Excitatory_Neuron,0,Batch_2,0.8357977,0.2118894,0.627341,0.11816151,0.72233814
cell_03796,0.64891183,0.9974731,Excitatory_Neuron,0,Batch_2,1.3132638,0.65592855,0.76627165,0.6694136,0.7477805
cell_03797,0.7783605,0.9998098,Oligodendrocyte,3,Batch_3,0.9970785,0.040825352,0.77368945,0.019358125,1.3809468
cell_03798,0.41528141,0.7867807,Oligodendrocyte,3,Batch_2,0.9374617,1.1798387,0.6081714,0.9696261,0.85653406
cell_03799,0.27349073,0.17796652,NPC,-1,Batch_2,0.99784344,2.462339,0.5079292,0.38078627,0.36746493
cell_03800,0.0155807,0.0012437422,NPC,-1,Batch_1,1.4694395,0.38594842,0.8782762,0.33658737,0.07327529
cell_03801,0.20662983,0.05378865,NPC,-1,Batch_3,0.9983994,0.09736549,0.80211455,0.47481284,0.19253397
cell_03802,0.31238782,0.3203326,NPC,-1,Batch_3,1.173728,1.9710425,0.5804417,0.5178618,0.33328974
cell_03803,0.17820686,0.031193268,NPC,-1,Batch_2,1.1262974,0.7809734,0.72626626,0.4200134,0.25213915
cell_03804,0.020144472,0.0013624456,NPC,-1,Batch_3,1.2854896,0.16874869,0.737979,0.4863259,-0.0075407843
cell_03805,0.1574476,0.020814978,NPC,-1,Batch_3,1.3092388,0.106239974,0.5503954,0.3397339,0.22391649
cell_03806,0.66609955,0.99820685,Inhibitory_Neuron,1,Batch_3,1.1943709,0.47011244,0.57666284,0.32200742,1.0031856
cell_03807,0.62958544,0.9962852,Astrocyte,2,Batch_1,1.2912601,0.858923,0.8826826,0.027315265,0.92273337
cell_03808,0.93568367,0.99999183,Astrocyte,2,Batch_2,1.1291666,0.007974504,0.70320433,0.67180055,1.3449737
cell_03809,0.7981683,0.999872,Excitatory_Neuron,0,Batch_3,1.0861338,0.011887736,0.5765769,0.61727196,0.9478884
cell_03810,0.5677561,0.9873219,Inhibitory_Neuron,1,Batch_2,0.9725587,1.2101337,0.8190299,0.6688204,0.774989
cell_03811,0.13755634,0.014079262,NPC,-1,Batch_1,0.81120133,1.3936585,0.6882293,0.94105506,0.13466892
cell_03812,0.56407183,0.9863657,Inhibitory_Neuron,1,Batch_3,1.4372914,0.2676693,0.75536484,0.47308475,0.77228016
cell_03813,0.06159506,0.003115955,NPC,-1,Batch_3,1.3354874,0.20429052,0.6190006,0.88177043,0.07315154
cell_03814,0.4308849,0.8344774,Oligodendrocyte,3,Batch_1,1.0939679,0.1186166,0.52316165,0.44394323,0.8853061
cell_03815,0.39025864,0.69107985,OPC,5,Batch_2,1.3341453,0.19566742,0.5659777,0.47761402,1.1159809
cell_03816,0.4278138,0.82581836,Astrocyte,2,Batch_2,1.0937353,1.3244032e-05,0.88921475,0.6329525,0.7521206
cell_03817,0.27982593,0.19726421,NPC,-1,Batch_1,0.8607855,0.43682563,0.74943537,0.2159014,0.39169985
cell_03818,0.6858305,0.9987908,Oligodendrocyte,3,Batch_3,0.85188234,0.00079679413,0.83243406,0.21735612,1.1534065
cell_03819,0.84094447,0.9999456,Microglia,4,Batch_3,1.0388165,0.00012448944,0.5086078,0.50983185,1.4290652
cell_03820,0.768517,0.99976844,Excitatory_Neuron,0,Batch_1,1.191892,0.07057963,0.806185,0.06860982,0.90698266
cell_03821,0.6277521,0.996147,Oligodendrocyte,3,Batch_1,0.94862324,0.81894296,0.6939808,0.23665805,1.1364272
cell_03822,0.5383448,0.9773989,Astrocyte,2,Batch_2,1.2329907,0.12814467,0.7661232,0.79341215,0.9290371
cell_03823,0.03108418,0.001695101,NPC,-1,Batch_3,1.0461324,0.5841438,0.643282,0.46373343,0.11031269
cell_03824,0.722934,0.9994239,Astrocyte,2,Batch_3,1.0468739,0.0023876845,0.7483475,0.026621934,1.1220309
cell_03825,0.5449829,0.9801531,Excitatory_Neuron,0,Batch_2,1.0260309,0.6158226,0.5142479,0.060741417,0.69163084
cell_03826,0.27074105,0.17006326,NPC,-1,Batch_1,1.0829583,0.33484244,0.5182355,0.9195154,0.39332822
cell_03827,0.32784203,0.39098844,NPC,-1,Batch_3,0.9082461,0.15383364,0.81953454,0.95671844,0.3544481
cell_03828,0.9356068,0.99999183,OPC,5,Batch_1,1.205874,0.005143976,0.5497861,0.64110386,1.7122211
cell_03829,0.62436223,0.9958778,OPC,5,Batch_2,1.1190124,0.10713467,0.5055936,0.1849451,1.4877803
cell_03830,0.47591242,0.9254113,Excitatory_Neuron,0,Batch_1,1.0095304,0.24935818,0.8649826,0.36808622,0.6139144
cell_03831,0.62092173,0.9955855,Excitatory_Neuron,0,Batch_1,1.0735296,0.008936191,0.6062127,0.30546707,0.7706411
cell_03832,0.41374233,0.78157127,Excitatory_Neuron,0,Batch_2,1.0999542,2.64653,0.7329529,0.7851563,0.5411753
cell_03833,0.47018227,0.91710484,Microglia,4,Batch_2,1.0594972,1.5449592,0.83556676,0.5370897,0.9774349
cell_03834,0.29030925,0.23257734,NPC,-1,Batch_3,1.2329011,0.017883465,0.79836285,0.7796565,0.3160298
cell_03835,0.4398533,0.8577914,Astrocyte,2,Batch_2,1.0321676,1.2747756,0.5186511,0.36051062,0.71720904
cell_03836,0.68559223,0.9987851,Excitatory_Neuron,0,Batch_3,1.1712662,0.43933964,0.7243795,0.8695115,0.8436411
cell_03837,0.039941926,0.0020229742,NPC,-1,Batch_2,0.95033884,0.6425551,0.71671915,0.42916238,0.029482007
cell_03838,0.79502743,0.9998637,Microglia,4,Batch_1,1.1149682,0.028759737,0.64003205,0.41737407,1.4388024
cell_03839,0.28297955,0.20744278,NPC,-1,Batch_1,1.3793753,1.960356,0.8014252,0.48909843,0.32402465
cell_03840,0.6825598,0.9987092,Inhibitory_Neuron,1,Batch_1,0.7603213,0.06999817,0.88560224,0.59180576,0.8577514
cell_03841,0.6427253,0.99714124,Astrocyte,2,Batch_2,1.1403195,0.033526357,0.55887467,0.8941119,1.0555192
cell_03842,0.65262806,0.99765366,Inhibitory_Neuron,1,Batch_3,0.76869255,0.40642488,0.5580896,0.45775554,0.81504387
cell_03843,0.6081289,0.9943057,Astrocyte,2,Batch_3,1.2437792,0.01974749,0.7938944,0.93013626,0.9333724
cell_03844,0.95910186,0.9999949,Astrocyte,2,Batch_3,0.79842365,0.0036596092,0.68176657,0.39366832,1.3251486
cell_03845,0.5083442,0.95956886,Inhibitory_Neuron,1,Batch_3,0.8373653,0.09733707,0.8180876,0.32457268,0.6860259
cell_03846,0.7323191,0.99952245,Inhibitory_Neuron,1,Batch_3,1.0815656,0.2386622,0.55643106,0.2950456,1.0088758
cell_03847,0.70544934,0.99918294,OPC,5,Batch_1,0.96682066,0.2430283,0.515943,0.021152005,1.5082903
cell_03848,0.23626758,0.09324444,NPC,-1,Batch_1,0.92282945,0.5417939,0.7791736,0.8491439,0.20547134
cell_03849,0.28330585,0.20851776,NPC,-1,Batch_1,1.5675436,2.7843957,0.8978844,0.079233736,0.3121066
cell_03850,0.4240171,0.81462425,Astrocyte,2,Batch_1,0.89967287,1.7780908,0.5379193,0.33433136,0.6613683
cell_03851,0.27769792,0.19061154,NPC,-1,Batch_3,0.95793444,0.8549838,0.84573513,0.25045678,0.30296692
cell_03852,0.3667431,0.5829419,OPC,5,Batch_3,1.1997185,2.9713645,0.6541159,0.74443674,1.0436863
cell_03853,0.3909606,0.6940691,Astrocyte,2,Batch_2,0.86092156,1.5953194,0.50671583,0.93258715,0.7475066
cell_03854,0.60386455,0.9938019,Microglia,4,Batch_2,1.2857765,0.015010989,0.7040087,0.81670976,1.0987093
cell_03855,0.21989004,0.06899702,NPC,-1,Batch_1,0.99443823,0.5931182,0.6115417,0.31999832,0.29139563
cell_03856,0.80429184,0.99988675,Inhibitory_Neuron,1,Batch_1,0.8917193,0.0029184408,0.7773613,0.45575735,1.0365182
cell_03857,0.43753636,0.85204446,Microglia,4,Batch_1,1.0418679,2.5482247,0.6151323,0.24703689,0.9442341
cell_03858,0.7062441,0.9991958,Inhibitory_Neuron,1,Batch_1,0.81876534,0.3661325,0.69268006,0.9239802,0.97086734
cell_03859,0.08144248,0.004627269,NPC,-1,Batch_2,0.83253855,0.008013567,0.5802261,0.118744574,0.1290883
cell_03860,0.4699654,0.9167745,Excitatory_Neuron,0,Batch_1,0.71832824,2.32885,0.8312407,0.9519545,0.55893576
cell_03861,0.028219532,0.0016008645,NPC,-1,Batch_1,0.8212979,0.223988,0.87017256,0.8136568,-0.020793093
cell_03862,0.67591,0.99852586,Excitatory_Neuron,0,Batch_3,0.85338277,0.0004932071,0.6613343,0.7115777,0.80604297
cell_03863,0.34371006,0.46859178,NPC,-1,Batch_1,1.1986263,2.9144087,0.679552,0.7739937,0.37619317
cell_03864,0.94925284,0.99999374,Excitatory_Neuron,0,Batch_3,1.1093187,0.005246313,0.89307344,0.3393468,1.169305
cell_03865,0.32412422,0.37343332,NPC,-1,Batch_2,1.4338249,2.460864,0.5568462,0.29588652,0.44271696
cell_03866,0.5638059,0.986294,OPC,5,Batch_1,0.89644134,0.084785804,0.8234478,0.38142085,1.3271402
cell_03867,0.25738758,0.13560912,NPC,-1,Batch_1,0.80752593,2.526417,0.7269114,0.18161325,0.30787766
cell_03868,0.62011266,0.9955138,OPC,5,Batch_3,0.9711696,0.2802756,0.8522938,0.74636006,1.4002682
cell_03869,0.46704236,0.91220397,Microglia,4,Batch_2,1.1505979,2.0822816,0.61697143,0.47504383,0.9894018
cell_03870,0.37062827,0.6017028,Excitatory_Neuron,0,Batch_3,1.1161568,0.68836266,0.61846316,0.88580996,0.5338972
cell_03871,0.20368935,0.05087287,NPC,-1,Batch_3,1.2315412,1.8326353,0.630328,0.8783815,0.19309811
cell_03872,0.11152134,0.008412628,NPC,-1,Batch_1,0.99956197,1.1664476,0.5066524,0.15585388,0.032319654
cell_03873,0.119879134,0.009928013,NPC,-1,Batch_1,1.1519736,0.2292755,0.56795716,0.21881826,0.21212678
cell_03874,0.99904,0.9999977,OPC,5,Batch_1,0.761063,7.56972e-05,0.89783466,0.41064024,1.7633413
cell_03875,0.41231072,0.7766439,Oligodendrocyte,3,Batch_3,1.0150427,1.2537144,0.59957945,0.11881446,0.8606098
cell_03876,0.0019297078,0.0009468658,NPC,-1,Batch_3,1.3711812,0.37402564,0.5079668,0.6894339,-0.049224753
cell_03877,0.9529288,0.9999942,Inhibitory_Neuron,1,Batch_3,1.0670543,0.0030599409,0.6114161,0.7375957,1.3816947
cell_03878,0.019979924,0.0013579753,NPC,-1,Batch_3,1.1125832,0.11286152,0.66335607,0.7213504,0.11506679
cell_03879,0.41858613,0.7976583,Astrocyte,2,Batch_3,1.315054,0.18108219,0.7191149,0.4702103,0.81963104
cell_03880,0.71747756,0.9993575,Oligodendrocyte,3,Batch_2,0.8751264,0.04308543,0.5274264,0.84321624,1.225391
cell_03881,0.91459924,0.99998754,Excitatory_Neuron,0,Batch_2,1.1988562,0.0008507589,0.8161716,0.60584575,1.1465541
cell_03882,0.7128863,0.9992958,Astrocyte,2,Batch_3,0.920897,0.12386638,0.8302005,0.99361175,1.092811
cell_03883,0.46362576,0.906575,Oligodendrocyte,3,Batch_3,0.95277184,2.324943,0.5852642,0.8154382,0.972461
cell_03884,0.97444206,0.99999624,Excitatory_Neuron,0,Batch_3,0.96383524,0.00056844443,0.8193673,0.7222588,1.1488
cell_03885,0.039319385,0.0019979926,NPC,-1,Batch_1,0.8433456,0.23149343,0.64457077,0.1233028,0.12641849
cell_03886,0.9868922,0.9999971,Astrocyte,2,Batch_1,1.2757741,0.0044549964,0.66924405,0.83260006,1.401227
cell_03887,0.8493916,0.99995404,Astrocyte,2,Batch_2,1.1621172,0.047061417,0.8745553,0.3055722,1.2419053
cell_03888,0.92893004,0.99999064,Oligodendrocyte,3,Batch_2,1.0336021,4.963779e-06,0.85676175,0.4189143,1.4513896
cell_03889,0.25477242,0.12959419,NPC,-1,Batch_3,0.97075015,2.5769882,0.65004426,0.4627603,0.31534952
cell_03890,0.14245807,0.015506949,NPC,-1,Batch_1,1.1943241,0.36315605,0.69524413,0.33131054,0.15153989
cell_03891,0.6633153,0.9981044,OPC,5,Batch_2,1.0691941,0.35249007,0.61460954,0.1084388,1.4203411
cell_03892,0.5158594,0.9650138,Microglia,4,Batch_1,1.1739804,1.5565871,0.7061737,0.19936384,1.0749819
cell_03893,0.52316797,0.9696271,Oligodendrocyte,3,Batch_2,1.1543489,0.14154032,0.77276313,0.80346644,1.027341
cell_03894,0.9246192,0.9999898,Astrocyte,2,Batch_1,0.7493988,0.013790754,0.53706706,0.65227014,1.4254614
cell_03895,0.6200809,0.99551094,Oligodendrocyte,3,Batch_1,1.0664006,0.5306608,0.86793643,0.9428415,1.1079744
cell_03896,0.31106383,0.3145951,NPC,-1,Batch_1,1.0723658,0.71797776,0.7875496,0.82106835,0.48419303
cell_03897,0.40006655,0.7313202,Astrocyte,2,Batch_2,0.831096,2.7881367,0.53870106,0.40222022,0.77645636
cell_03898,0.13349584,0.012995348,NPC,-1,Batch_1,1.4236473,0.002188632,0.8475956,0.7862061,0.26710683
cell_03899,0.19231404,0.040944982,NPC,-1,Batch_2,0.8850925,0.012294305,0.79747313,0.5764292,0.22771691
cell_03900,0.14335006,0.01578167,NPC,-1,Batch_2,0.94981575,0.084748596,0.6252507,0.28630108,0.088947125
cell_03901,0.81029135,0.99989957,Excitatory_Neuron,0,Batch_1,0.9660151,0.00018681047,0.7085732,0.9750893,0.9370428
cell_03902,0.70487344,0.99917346,Oligodendrocyte,3,Batch_2,1.2331635,0.39744714,0.84405226,0.928491,1.1756413
cell_03903,0.530345,0.9735811,Oligodendrocyte,3,Batch_1,1.0215298,0.1106854,0.88725024,0.11219846,0.9487628
cell_03904,0.37436783,0.61948353,Astrocyte,2,Batch_2,1.0587018,0.57395345,0.61243093,0.8394215,0.5794462
